geneid,KaKs_bases,KaKs_r,n_blocks,pos_info,KaKs_bases2,KaKs_r2,n_blocks2,pos_info2
FUN_002515,0,0.0,0,pos,0,0.0,0,pos
FUN_009309,0,0.0,0,pos,0,0.0,0,pos
FUN_005741,18,0.007751937984496124,0,pos,0,0.0,0,pos
FUN_006849,138,0.10222222222222223,3,pos_s228_e270_s312_e342_s480_e516,12,0.008888888888888889,0,pos
FUN_005168,144,0.11009174311926606,3,pos_s288_e336_s756_e804_s1020_e1062,0,0.0,0,pos
FUN_006318,0,0.0,0,pos,0,0.0,0,pos
FUN_016166,0,0.0,0,pos,0,0.0,0,pos
FUN_004670,0,0.0,0,pos,0,0.0,0,pos
FUN_000135,0,0.0,0,pos,0,0.0,0,pos
FUN_007458,150,0.1953125,2,pos_s6_e84_s126_e174,60,0.078125,1,pos_s12_e72
FUN_006386,150,0.0591016548463357,3,pos_s126_e156_s168_e198_s1962_e2004,30,0.01182033096926714,0,pos
FUN_007410,216,0.058919803600654665,3,pos_s294_e396_s408_e438_s2724_e2754,72,0.019639934533551555,1,pos_s348_e396
FUN_005192,0,0.0,0,pos,0,0.0,0,pos
FUN_002394,0,0.0,0,pos,0,0.0,0,pos
FUN_010267,0,0.0,0,pos,0,0.0,0,pos
FUN_016653,0,0.0,0,pos,0,0.0,0,pos
FUN_012550,0,0.0,0,pos,0,0.0,0,pos
FUN_008084,0,0.0,0,pos,0,0.0,0,pos
FUN_010916,0,0.0,0,pos,0,0.0,0,pos
FUN_011832,0,0.0,0,pos,0,0.0,0,pos
FUN_007795,0,0.0,0,pos,0,0.0,0,pos
FUN_001485,0,0.0,0,pos,0,0.0,0,pos
FUN_010102,0,0.0,0,pos,0,0.0,0,pos
FUN_001071,0,0.0,0,pos,0,0.0,0,pos
FUN_006803,0,0.0,0,pos,0,0.0,0,pos
FUN_004080,66,0.04247104247104247,0,pos,0,0.0,0,pos
FUN_006463,294,0.09297912713472485,5,pos_s84_e132_s1194_e1224_s1326_e1422_s1428_e1464_s1536_e1590,48,0.015180265654648957,0,pos
FUN_006387,0,0.0,0,pos,0,0.0,0,pos
FUN_001597,0,0.0,0,pos,0,0.0,0,pos
FUN_007983,132,0.3235294117647059,2,pos_s12_e42_s318_e402,6,0.014705882352941176,0,pos
FUN_005553,0,0.0,0,pos,0,0.0,0,pos
FUN_006255,0,0.0,0,pos,0,0.0,0,pos
FUN_007776,132,0.09523809523809523,2,pos_s306_e378_s1230_e1260,24,0.017316017316017316,0,pos
FUN_001506,0,0.0,0,pos,0,0.0,0,pos
FUN_000895,0,0.0,0,pos,0,0.0,0,pos
FUN_001817,12,0.004651162790697674,0,pos,0,0.0,0,pos
FUN_010324,0,0.0,0,pos,0,0.0,0,pos
FUN_003383,0,0.0,0,pos,0,0.0,0,pos
FUN_010698,120,0.15151515151515152,1,pos_s612_e690,0,0.0,0,pos
FUN_001042,0,0.0,0,pos,0,0.0,0,pos
FUN_012458,96,0.08,1,pos_s738_e834,0,0.0,0,pos
FUN_012527,0,0.0,0,pos,0,0.0,0,pos
FUN_001074,0,0.0,0,pos,0,0.0,0,pos
FUN_008064,186,0.11567164179104478,2,pos_s414_e468_s834_e888,72,0.04477611940298507,1,pos_s414_e462
FUN_007461,0,0.0,0,pos,0,0.0,0,pos
FUN_002279,42,0.007261410788381743,0,pos,0,0.0,0,pos
FUN_009753,0,0.0,0,pos,0,0.0,0,pos
FUN_000637,0,0.0,0,pos,0,0.0,0,pos
FUN_016397,0,0.0,0,pos,0,0.0,0,pos
FUN_001412,0,0.0,0,pos,0,0.0,0,pos
FUN_005070,150,0.046992481203007516,1,pos_s2586_e2718,78,0.02443609022556391,1,pos_s2592_e2664
FUN_005246,0,0.0,0,pos,0,0.0,0,pos
FUN_000723,156,0.07303370786516854,2,pos_s42_e120_s144_e192,30,0.014044943820224719,0,pos
FUN_007628,0,0.0,0,pos,0,0.0,0,pos
FUN_012231,0,0.0,0,pos,0,0.0,0,pos
FUN_007129,0,0.0,0,pos,0,0.0,0,pos
FUN_016145,0,0.0,0,pos,0,0.0,0,pos
FUN_002517,0,0.0,0,pos,0,0.0,0,pos
FUN_007073,0,0.0,0,pos,0,0.0,0,pos
FUN_002612,0,0.0,0,pos,0,0.0,0,pos
FUN_015489,0,0.0,0,pos,0,0.0,0,pos
FUN_004309,0,0.0,0,pos,0,0.0,0,pos
FUN_009371,48,0.06060606060606061,1,pos_s540_e588,0,0.0,0,pos
FUN_009912,0,0.0,0,pos,0,0.0,0,pos
FUN_007473,0,0.0,0,pos,0,0.0,0,pos
FUN_011215,66,0.088,1,pos_s390_e438,60,0.08,1,pos_s396_e438
FUN_005219,174,0.036989795918367346,3,pos_s2766_e2796_s4020_e4086_s4482_e4512,6,0.0012755102040816326,0,pos
FUN_012544,0,0.0,0,pos,0,0.0,0,pos
FUN_010939,0,0.0,0,pos,0,0.0,0,pos
FUN_007372,288,0.192,4,pos_s342_e456_s570_e600_s606_e666_s1248_e1326,138,0.092,1,pos_s342_e456
FUN_008017,0,0.0,0,pos,0,0.0,0,pos
FUN_004771,0,0.0,0,pos,0,0.0,0,pos
FUN_009130,0,0.0,0,pos,0,0.0,0,pos
FUN_003384,0,0.0,0,pos,0,0.0,0,pos
FUN_000452,48,0.030418250950570342,1,pos_s684_e720,0,0.0,0,pos
FUN_002680,0,0.0,0,pos,0,0.0,0,pos
FUN_001298,0,0.0,0,pos,0,0.0,0,pos
FUN_010318,0,0.0,0,pos,0,0.0,0,pos
FUN_001208,90,0.06726457399103139,1,pos_s1236_e1320,36,0.026905829596412557,1,pos_s1266_e1302
FUN_002239,0,0.0,0,pos,0,0.0,0,pos
FUN_007039,24,0.0223463687150838,0,pos,12,0.0111731843575419,0,pos
FUN_010105,0,0.0,0,pos,0,0.0,0,pos
FUN_004605,30,0.02512562814070352,1,pos_s1146_e1176,12,0.010050251256281407,0,pos
FUN_000729,0,0.0,0,pos,0,0.0,0,pos
FUN_004198,0,0.0,0,pos,0,0.0,0,pos
FUN_003718,0,0.0,0,pos,0,0.0,0,pos
FUN_002700,0,0.0,0,pos,0,0.0,0,pos
FUN_015891,0,0.0,0,pos,0,0.0,0,pos
FUN_006667,0,0.0,0,pos,0,0.0,0,pos
FUN_007325,78,0.017980636237897647,1,pos_s144_e174,18,0.004149377593360996,0,pos
FUN_015336,0,0.0,0,pos,0,0.0,0,pos
FUN_016242,0,0.0,0,pos,0,0.0,0,pos
FUN_008766,24,0.047619047619047616,0,pos,0,0.0,0,pos
FUN_016449,0,0.0,0,pos,0,0.0,0,pos
FUN_003915,12,0.005390835579514825,0,pos,0,0.0,0,pos
FUN_011036,0,0.0,0,pos,0,0.0,0,pos
FUN_002059,54,0.03,1,pos_s18_e72,0,0.0,0,pos
FUN_008197,0,0.0,0,pos,0,0.0,0,pos
FUN_000614,0,0.0,0,pos,0,0.0,0,pos
FUN_009575,168,0.07608695652173914,1,pos_s528_e612,6,0.002717391304347826,0,pos
FUN_000074,132,0.04899777282850779,1,pos_s2472_e2604,54,0.0200445434298441,1,pos_s2502_e2538
FUN_004162,222,0.047619047619047616,4,pos_s1392_e1446_s2754_e2784_s3360_e3420_s3444_e3474,12,0.002574002574002574,0,pos
FUN_010733,0,0.0,0,pos,0,0.0,0,pos
FUN_003599,228,0.0987012987012987,4,pos_s120_e222_s1422_e1458_s1548_e1578_s1962_e1992,12,0.005194805194805195,0,pos
FUN_015344,0,0.0,0,pos,0,0.0,0,pos
FUN_016323,0,0.0,0,pos,0,0.0,0,pos
FUN_012507,0,0.0,0,pos,0,0.0,0,pos
FUN_005937,54,0.12,1,pos_s30_e84,0,0.0,0,pos
FUN_006785,0,0.0,0,pos,0,0.0,0,pos
FUN_011839,0,0.0,0,pos,0,0.0,0,pos
FUN_016273,0,0.0,0,pos,0,0.0,0,pos
FUN_007260,12,0.021505376344086023,0,pos,0,0.0,0,pos
FUN_011548,0,0.0,0,pos,0,0.0,0,pos
FUN_009183,0,0.0,0,pos,0,0.0,0,pos
FUN_000747,0,0.0,0,pos,0,0.0,0,pos
FUN_000586,0,0.0,0,pos,0,0.0,0,pos
FUN_007268,0,0.0,0,pos,0,0.0,0,pos
FUN_008121,6,0.015151515151515152,0,pos,6,0.015151515151515152,0,pos
FUN_010812,24,0.013377926421404682,0,pos,24,0.013377926421404682,0,pos
FUN_009424,0,0.0,0,pos,0,0.0,0,pos
FUN_002199,0,0.0,0,pos,0,0.0,0,pos
FUN_004154,0,0.0,0,pos,0,0.0,0,pos
FUN_000909,24,0.013468013468013467,0,pos,6,0.003367003367003367,0,pos
FUN_006541,0,0.0,0,pos,0,0.0,0,pos
FUN_000661,0,0.0,0,pos,0,0.0,0,pos
FUN_012425,138,0.06233062330623306,2,pos_s948_e1014_s1914_e1974,72,0.032520325203252036,1,pos_s972_e1002
FUN_005940,0,0.0,0,pos,0,0.0,0,pos
FUN_011968,0,0.0,0,pos,0,0.0,0,pos
FUN_003530,0,0.0,0,pos,0,0.0,0,pos
FUN_008707,0,0.0,0,pos,0,0.0,0,pos
FUN_005967,90,0.45454545454545453,2,pos_s60_e102_s108_e156,18,0.09090909090909091,0,pos
FUN_004885,0,0.0,0,pos,0,0.0,0,pos
FUN_003186,36,0.05084745762711865,1,pos_s618_e654,0,0.0,0,pos
FUN_010568,0,0.0,0,pos,0,0.0,0,pos
FUN_008905,0,0.0,0,pos,0,0.0,0,pos
FUN_000062,0,0.0,0,pos,0,0.0,0,pos
FUN_002164,6,0.006369426751592357,0,pos,0,0.0,0,pos
FUN_005534,0,0.0,0,pos,0,0.0,0,pos
FUN_012151,0,0.0,0,pos,0,0.0,0,pos
FUN_004448,12,0.006944444444444444,0,pos,0,0.0,0,pos
FUN_003624,0,0.0,0,pos,0,0.0,0,pos
FUN_001780,162,0.035526315789473684,3,pos_s1266_e1314_s2328_e2358_s2502_e2550,42,0.009210526315789473,1,pos_s1266_e1302
FUN_008033,6,0.02702702702702703,0,pos,0,0.0,0,pos
FUN_004317,0,0.0,0,pos,0,0.0,0,pos
FUN_009279,12,0.014184397163120567,0,pos,0,0.0,0,pos
FUN_009627,54,0.033707865168539325,1,pos_s1422_e1470,0,0.0,0,pos
FUN_003955,102,0.019562715765247412,1,pos_s4524_e4620,66,0.012658227848101266,1,pos_s4554_e4620
FUN_001958,0,0.0,0,pos,0,0.0,0,pos
FUN_008672,36,0.037267080745341616,1,pos_s0_e36,36,0.037267080745341616,1,pos_s0_e36
FUN_003207,6,0.002207505518763797,0,pos,6,0.002207505518763797,0,pos
FUN_004861,0,0.0,0,pos,0,0.0,0,pos
FUN_011540,0,0.0,0,pos,0,0.0,0,pos
FUN_006341,42,0.025547445255474453,0,pos,0,0.0,0,pos
FUN_000499,0,0.0,0,pos,0,0.0,0,pos
FUN_016497,0,0.0,0,pos,0,0.0,0,pos
FUN_012446,0,0.0,0,pos,0,0.0,0,pos
FUN_008323,0,0.0,0,pos,0,0.0,0,pos
FUN_009063,0,0.0,0,pos,0,0.0,0,pos
FUN_012349,0,0.0,0,pos,0,0.0,0,pos
FUN_007183,36,0.05309734513274336,1,pos_s636_e672,0,0.0,0,pos
FUN_012153,24,0.014336917562724014,0,pos,24,0.014336917562724014,0,pos
FUN_005708,30,0.034013605442176874,0,pos,0,0.0,0,pos
FUN_012350,0,0.0,0,pos,0,0.0,0,pos
FUN_007223,0,0.0,0,pos,0,0.0,0,pos
FUN_015439,0,0.0,0,pos,0,0.0,0,pos
FUN_005921,12,0.01694915254237288,0,pos,0,0.0,0,pos
FUN_010699,0,0.0,0,pos,0,0.0,0,pos
FUN_016208,0,0.0,0,pos,0,0.0,0,pos
FUN_005961,0,0.0,0,pos,0,0.0,0,pos
FUN_011369,126,0.07023411371237458,2,pos_s1152_e1188_s1494_e1548,12,0.006688963210702341,0,pos
FUN_006478,0,0.0,0,pos,0,0.0,0,pos
FUN_010628,0,0.0,0,pos,0,0.0,0,pos
FUN_005280,0,0.0,0,pos,0,0.0,0,pos
FUN_002627,0,0.0,0,pos,0,0.0,0,pos
FUN_008519,0,0.0,0,pos,0,0.0,0,pos
FUN_012397,0,0.0,0,pos,0,0.0,0,pos
FUN_012551,0,0.0,0,pos,0,0.0,0,pos
FUN_012329,0,0.0,0,pos,0,0.0,0,pos
FUN_004684,408,0.048329779673063254,4,pos_s36_e84_s2292_e2400_s4974_e5046_s6756_e6858,78,0.00923951670220327,1,pos_s2292_e2346
FUN_002679,0,0.0,0,pos,0,0.0,0,pos
FUN_008207,66,0.0625,1,pos_s960_e1026,18,0.017045454545454544,0,pos
FUN_003924,84,0.058333333333333334,1,pos_s12_e66,48,0.03333333333333333,1,pos_s12_e60
FUN_004725,66,0.05263157894736842,1,pos_s888_e954,0,0.0,0,pos
FUN_015453,0,0.0,0,pos,0,0.0,0,pos
FUN_006077,0,0.0,0,pos,0,0.0,0,pos
FUN_000461,6,0.0030120481927710845,0,pos,0,0.0,0,pos
FUN_015623,0,0.0,0,pos,0,0.0,0,pos
FUN_003972,0,0.0,0,pos,0,0.0,0,pos
FUN_004625,0,0.0,0,pos,0,0.0,0,pos
FUN_011999,0,0.0,0,pos,0,0.0,0,pos
FUN_008227,0,0.0,0,pos,0,0.0,0,pos
FUN_005989,0,0.0,0,pos,0,0.0,0,pos
FUN_005565,0,0.0,0,pos,0,0.0,0,pos
FUN_016018,0,0.0,0,pos,0,0.0,0,pos
FUN_002159,0,0.0,0,pos,0,0.0,0,pos
FUN_004634,108,0.043795620437956206,2,pos_s414_e468_s1848_e1884,0,0.0,0,pos
FUN_003242,6,0.008064516129032258,0,pos,0,0.0,0,pos
FUN_004880,12,0.03636363636363636,0,pos,0,0.0,0,pos
FUN_004419,24,0.041666666666666664,0,pos,24,0.041666666666666664,0,pos
FUN_005052,6,0.0125,0,pos,6,0.0125,0,pos
FUN_000680,0,0.0,0,pos,0,0.0,0,pos
FUN_004373,0,0.0,0,pos,0,0.0,0,pos
FUN_002089,78,0.08176100628930817,1,pos_s288_e354,18,0.018867924528301886,0,pos
FUN_012533,0,0.0,0,pos,0,0.0,0,pos
FUN_000065,36,0.03550295857988166,0,pos,0,0.0,0,pos
FUN_004189,0,0.0,0,pos,0,0.0,0,pos
FUN_000468,0,0.0,0,pos,0,0.0,0,pos
FUN_009524,12,0.004878048780487805,0,pos,0,0.0,0,pos
FUN_008442,0,0.0,0,pos,0,0.0,0,pos
FUN_001553,0,0.0,0,pos,0,0.0,0,pos
FUN_000124,0,0.0,0,pos,0,0.0,0,pos
FUN_000136,0,0.0,0,pos,0,0.0,0,pos
FUN_005789,72,0.09022556390977443,1,pos_s588_e642,0,0.0,0,pos
FUN_007342,0,0.0,0,pos,0,0.0,0,pos
FUN_000973,24,0.03278688524590164,0,pos,0,0.0,0,pos
FUN_000242,66,0.05945945945945946,1,pos_s1014_e1080,0,0.0,0,pos
FUN_009739,12,0.004016064257028112,0,pos,0,0.0,0,pos
FUN_015335,0,0.0,0,pos,0,0.0,0,pos
FUN_016790,0,0.0,0,pos,0,0.0,0,pos
FUN_016095,0,0.0,0,pos,0,0.0,0,pos
FUN_010368,12,0.0392156862745098,0,pos,12,0.0392156862745098,0,pos
FUN_009428,0,0.0,0,pos,0,0.0,0,pos
FUN_001579,54,0.017928286852589643,1,pos_s2790_e2844,0,0.0,0,pos
FUN_009259,6,0.0012804097311139564,0,pos,0,0.0,0,pos
FUN_010468,0,0.0,0,pos,0,0.0,0,pos
FUN_009584,0,0.0,0,pos,0,0.0,0,pos
FUN_008450,198,0.07236842105263158,3,pos_s1110_e1200_s2382_e2430_s2598_e2634,24,0.008771929824561403,0,pos
FUN_012186,12,0.0061162079510703364,0,pos,0,0.0,0,pos
FUN_001179,0,0.0,0,pos,0,0.0,0,pos
FUN_006987,0,0.0,0,pos,0,0.0,0,pos
FUN_016722,0,0.0,0,pos,0,0.0,0,pos
FUN_008083,0,0.0,0,pos,0,0.0,0,pos
FUN_003106,0,0.0,0,pos,0,0.0,0,pos
FUN_006536,24,0.013888888888888888,0,pos,0,0.0,0,pos
FUN_005652,6,0.0019646365422396855,0,pos,0,0.0,0,pos
FUN_011792,0,0.0,0,pos,0,0.0,0,pos
FUN_006092,30,0.026595744680851064,0,pos,0,0.0,0,pos
FUN_000964,126,0.031484257871064465,1,pos_s1662_e1788,60,0.014992503748125937,1,pos_s1716_e1764
FUN_010444,90,0.03896103896103896,1,pos_s2172_e2244,0,0.0,0,pos
FUN_001593,30,0.04132231404958678,1,pos_s636_e666,6,0.008264462809917356,0,pos
FUN_005332,84,0.033734939759036145,1,pos_s1506_e1590,48,0.01927710843373494,1,pos_s1524_e1566
FUN_010098,0,0.0,0,pos,0,0.0,0,pos
FUN_001173,0,0.0,0,pos,0,0.0,0,pos
FUN_004867,0,0.0,0,pos,0,0.0,0,pos
FUN_006407,0,0.0,0,pos,0,0.0,0,pos
FUN_009748,36,0.03550295857988166,1,pos_s336_e372,0,0.0,0,pos
FUN_005799,0,0.0,0,pos,0,0.0,0,pos
FUN_005697,6,0.004149377593360996,0,pos,0,0.0,0,pos
FUN_000173,0,0.0,0,pos,0,0.0,0,pos
FUN_010513,48,0.04145077720207254,0,pos,0,0.0,0,pos
FUN_011755,0,0.0,0,pos,0,0.0,0,pos
FUN_001458,90,0.08152173913043478,1,pos_s354_e420,24,0.021739130434782608,0,pos
FUN_008623,0,0.0,0,pos,0,0.0,0,pos
FUN_002409,0,0.0,0,pos,0,0.0,0,pos
FUN_015527,0,0.0,0,pos,0,0.0,0,pos
FUN_015687,0,0.0,0,pos,0,0.0,0,pos
FUN_004396,84,0.026119402985074626,1,pos_s2826_e2892,12,0.0037313432835820895,0,pos
FUN_011189,0,0.0,0,pos,0,0.0,0,pos
FUN_000740,0,0.0,0,pos,0,0.0,0,pos
FUN_001950,0,0.0,0,pos,0,0.0,0,pos
FUN_003332,180,0.06072874493927125,3,pos_s2166_e2226_s2544_e2592_s2610_e2640,36,0.012145748987854251,0,pos
FUN_002260,18,0.013452914798206279,0,pos,12,0.008968609865470852,0,pos
FUN_004213,0,0.0,0,pos,0,0.0,0,pos
FUN_005368,30,0.006963788300835654,0,pos,0,0.0,0,pos
FUN_000753,72,0.05853658536585366,1,pos_s864_e936,54,0.04390243902439024,1,pos_s882_e936
FUN_011849,0,0.0,0,pos,0,0.0,0,pos
FUN_011889,0,0.0,0,pos,0,0.0,0,pos
FUN_000685,0,0.0,0,pos,0,0.0,0,pos
FUN_000612,0,0.0,0,pos,0,0.0,0,pos
FUN_006689,0,0.0,0,pos,0,0.0,0,pos
FUN_016850,0,0.0,0,pos,0,0.0,0,pos
FUN_000550,0,0.0,0,pos,0,0.0,0,pos
FUN_009893,0,0.0,0,pos,0,0.0,0,pos
FUN_009055,12,0.011494252873563218,0,pos,0,0.0,0,pos
FUN_009110,0,0.0,0,pos,0,0.0,0,pos
FUN_009555,0,0.0,0,pos,0,0.0,0,pos
FUN_015460,0,0.0,0,pos,0,0.0,0,pos
FUN_016724,0,0.0,0,pos,0,0.0,0,pos
FUN_015518,0,0.0,0,pos,0,0.0,0,pos
FUN_001493,60,0.07352941176470588,0,pos,24,0.029411764705882353,0,pos
FUN_007436,0,0.0,0,pos,0,0.0,0,pos
FUN_007977,36,0.023076923076923078,0,pos,0,0.0,0,pos
FUN_002638,6,0.0029850746268656717,0,pos,0,0.0,0,pos
FUN_002991,0,0.0,0,pos,0,0.0,0,pos
FUN_000733,0,0.0,0,pos,0,0.0,0,pos
FUN_003144,264,0.08396946564885496,3,pos_s1368_e1476_s2244_e2328_s2598_e2652,24,0.007633587786259542,0,pos
FUN_007316,0,0.0,0,pos,0,0.0,0,pos
FUN_009767,0,0.0,0,pos,0,0.0,0,pos
FUN_008120,36,0.015189873417721518,0,pos,0,0.0,0,pos
FUN_007582,0,0.0,0,pos,0,0.0,0,pos
FUN_015774,0,0.0,0,pos,0,0.0,0,pos
FUN_012395,0,0.0,0,pos,0,0.0,0,pos
FUN_009091,0,0.0,0,pos,0,0.0,0,pos
FUN_015382,0,0.0,0,pos,0,0.0,0,pos
FUN_008573,36,0.03636363636363636,1,pos_s270_e306,0,0.0,0,pos
FUN_001853,0,0.0,0,pos,0,0.0,0,pos
FUN_002868,0,0.0,0,pos,0,0.0,0,pos
FUN_004331,0,0.0,0,pos,0,0.0,0,pos
FUN_001279,6,0.004329004329004329,0,pos,0,0.0,0,pos
FUN_008058,12,0.014705882352941176,0,pos,0,0.0,0,pos
FUN_007650,60,0.1388888888888889,1,pos_s174_e228,48,0.1111111111111111,1,pos_s174_e222
FUN_011239,84,0.08433734939759036,0,pos,0,0.0,0,pos
FUN_008947,0,0.0,0,pos,0,0.0,0,pos
FUN_009733,6,0.0014771048744460858,0,pos,0,0.0,0,pos
FUN_011600,0,0.0,0,pos,0,0.0,0,pos
FUN_003515,0,0.0,0,pos,0,0.0,0,pos
FUN_002931,0,0.0,0,pos,0,0.0,0,pos
FUN_002894,0,0.0,0,pos,0,0.0,0,pos
FUN_005496,12,0.007142857142857143,0,pos,0,0.0,0,pos
FUN_011845,0,0.0,0,pos,0,0.0,0,pos
FUN_008675,84,0.024013722126929673,2,pos_s90_e120_s132_e180,0,0.0,0,pos
FUN_010571,0,0.0,0,pos,0,0.0,0,pos
FUN_003352,90,0.014111006585136407,2,pos_s3546_e3606_s4674_e4704,6,0.0009407337723424271,0,pos
FUN_003262,84,0.041791044776119404,1,pos_s504_e588,0,0.0,0,pos
FUN_006389,0,0.0,0,pos,0,0.0,0,pos
FUN_010187,0,0.0,0,pos,0,0.0,0,pos
FUN_010954,0,0.0,0,pos,0,0.0,0,pos
FUN_006842,0,0.0,0,pos,0,0.0,0,pos
FUN_002033,0,0.0,0,pos,0,0.0,0,pos
FUN_001213,0,0.0,0,pos,0,0.0,0,pos
FUN_004785,18,0.03,0,pos,0,0.0,0,pos
FUN_001414,0,0.0,0,pos,0,0.0,0,pos
FUN_008401,36,0.031914893617021274,1,pos_s534_e570,0,0.0,0,pos
FUN_005282,0,0.0,0,pos,0,0.0,0,pos
FUN_001739,348,0.11740890688259109,3,pos_s1152_e1224_s1482_e1554_s2088_e2238,126,0.04251012145748988,2,pos_s1152_e1200_s2172_e2226
FUN_002349,60,0.009319664492078284,1,pos_s4998_e5058,12,0.001863932898415657,0,pos
FUN_016754,0,0.0,0,pos,0,0.0,0,pos
FUN_010081,354,0.14460784313725492,3,pos_s132_e180_s216_e330_s1164_e1344,210,0.0857843137254902,2,pos_s216_e276_s1218_e1344
FUN_016719,0,0.0,0,pos,0,0.0,0,pos
FUN_015397,0,0.0,0,pos,0,0.0,0,pos
FUN_011491,0,0.0,0,pos,0,0.0,0,pos
FUN_008048,138,0.0970464135021097,1,pos_s1176_e1206,6,0.004219409282700422,0,pos
FUN_011102,0,0.0,0,pos,0,0.0,0,pos
FUN_016660,0,0.0,0,pos,0,0.0,0,pos
FUN_005604,18,0.03,0,pos,0,0.0,0,pos
FUN_004482,0,0.0,0,pos,0,0.0,0,pos
FUN_007232,0,0.0,0,pos,0,0.0,0,pos
FUN_008704,0,0.0,0,pos,0,0.0,0,pos
FUN_003413,66,0.05339805825242718,2,pos_s288_e324_s336_e366,0,0.0,0,pos
FUN_012362,0,0.0,0,pos,0,0.0,0,pos
FUN_004636,84,0.011217948717948718,1,pos_s4266_e4326,42,0.005608974358974359,1,pos_s4266_e4308
FUN_011943,0,0.0,0,pos,0,0.0,0,pos
FUN_008488,0,0.0,0,pos,0,0.0,0,pos
FUN_012202,0,0.0,0,pos,0,0.0,0,pos
FUN_011872,0,0.0,0,pos,0,0.0,0,pos
