pos,C1C5v2_C3D7v2_KaKs,C1G11_C1C5v2_KaKs,C1G11_C3D7v2_KaKs,avg_KaKs
685,0.0,0.313169,0.310684,0.207951
691,0.0,0.295016,0.293893,0.196303
697,0.0,0.307847,0.307731,0.20519266666666666
703,0.0,0.333588,0.332783,0.2221236666666667
709,0.0,0.352162,0.351476,0.234546
715,0.0,0.342903,0.342773,0.22855866666666666
721,0.0,0.306956,0.307695,0.2048836666666667
727,0.0,0.241303,0.242361,0.16122133333333333
733,0.0,0.0,0.0,0.0
739,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0
751,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0
763,0.0,0.0,0.0,0.0
769,0.0,0.0,0.0,0.0
775,0.0,0.0,,0.0
781,,,,
787,,,,
793,0.252119,0.252119,,0.252119
799,0.120167,0.120167,,0.120167
805,0.139453,0.139453,,0.139453
811,0.125493,0.125493,,0.125493
817,0.119056,0.119056,,0.119056
823,0.130653,0.130653,,0.130653
829,0.144123,0.144123,,0.144123
835,0.178624,0.178624,,0.178624
841,0.129208,0.129208,,0.129208
847,0.128641,0.128641,,0.128641
853,0.110626,0.110626,,0.110626
859,0.127278,0.127278,,0.127278
865,0.123157,0.123157,,0.123157
871,0.133334,0.133334,,0.133334
877,0.111937,0.149355,0.0,0.08709733333333332
883,0.105343,0.140915,0.0,0.082086
889,0.0983428,0.132936,0.0,0.07709293333333334
895,0.223607,0.302947,0.0,0.17551799999999998
901,0.275626,0.372964,0.0,0.21619666666666668
907,0.183025,0.27332,0.0,0.152115
913,0.202551,0.621973,0.0,0.2748413333333333
919,0.183057,0.561671,0.0,0.2482426666666667
925,0.195971,0.606991,0.0,0.267654
931,0.202941,0.631555,0.0,0.2781653333333333
937,0.193669,0.602139,0.0,0.2652693333333333
943,0.130584,0.270669,0.0,0.13375099999999998
949,0.128038,0.263326,0.0,0.1304546666666667
955,0.164155,0.511657,0.0,0.2252706666666667
961,0.161078,0.505669,0.0,0.222249
967,0.174981,0.274246,0.0,0.14974233333333334
973,0.161443,0.253607,0.0,0.13835
979,0.156972,0.24853,0.0,0.13516733333333333
985,0.136552,0.221589,0.0,0.11938033333333335
991,0.180376,0.201639,0.0,0.12733833333333333
997,0.194801,0.217136,0.0,0.13731233333333334
1003,0.152896,0.177201,0.0,0.11003233333333333
1009,0.0,0.0,0.0,0.0
1015,0.0,0.0,0.0,0.0
1021,0.0,0.0,0.0,0.0
1027,0.0,0.0,0.0,0.0
1033,0.0,0.0,0.0,0.0
1039,0.0,0.0,0.0,0.0
1045,0.0,0.0,0.0,0.0
1051,0.0,0.0,0.0,0.0
1057,,0.0,0.46539,0.232695
1063,,0.0,0.456239,0.2281195
1069,,0.0,0.529521,0.2647605
1075,0.495032,0.0,0.546701,0.3472443333333333
1081,0.531147,0.0,0.555685,0.36227733333333334
1087,0.492274,0.0,0.500962,0.3310786666666667
1093,0.734157,0.0,0.782048,0.5054016666666666
1099,0.857185,0.0,0.89799,0.5850583333333333
1105,0.848445,0.0,0.884953,0.5777993333333333
1111,1.22362,0.14544,0.9147,0.7612533333333333
1117,1.35326,0.160313,1.00007,0.837881
1123,1.54612,0.151387,1.17497,0.9574923333333333
1129,2.16271,0.344364,1.30435,1.2704746666666666
1135,2.31767,0.360581,1.37829,1.3521803333333333
1141,2.67086,0.422359,1.60856,1.5672596666666667
1147,1.3822,0.279669,1.73183,1.131233
1153,1.32106,0.270268,1.65916,1.083496
1159,1.48686,0.305457,1.86364,1.2186523333333332
1165,1.44794,0.294229,1.79434,1.1788363333333334
1171,0.628909,0.227164,0.897934,0.584669
1177,0.664705,0.240959,0.949092,0.618252
1183,0.68155,0.246192,0.978888,0.6355433333333332
1189,1.04392,0.328901,1.00624,0.7930203333333333
1195,0.943425,0.473623,,0.7085239999999999
1201,0.895743,0.453169,,0.6744559999999999
1207,0.647901,0.444716,,0.5463085
1213,0.632545,0.434626,,0.5335855
1219,0.70276,0.480125,,0.5914425000000001
1225,0.296354,0.23601,0.443107,0.325157
1231,0.280155,0.224244,0.410096,0.30483166666666667
1237,0.153378,0.152287,0.0,0.10188833333333332
1243,0.0,0.0,0.0,0.0
1249,0.0,0.0,0.0,0.0
1255,0.0,0.0,0.0,0.0
1261,0.0,0.0,0.0,0.0
1267,0.0,0.0,0.0,0.0
1273,0.0,0.0,0.0,0.0
1279,0.141226,0.145162,0.0,0.09546266666666665
1285,0.138505,0.150551,0.0,0.096352
1291,0.124422,0.133266,0.0,0.08589600000000001
1297,0.122963,0.131703,0.0,0.08488866666666667
1303,0.126964,0.102791,0.0,0.076585
1309,0.123651,0.100634,0.0,0.07476166666666667
1315,0.115205,0.0936824,0.0,0.06962913333333333
1321,0.114144,0.0913827,0.0,0.0685089
1327,0.0945071,0.077421,0.0,0.05730936666666667
1333,0.0910207,0.0757197,0.0,0.05558013333333334
1339,0.175082,0.0920721,0.0,0.08905136666666667
1345,0.322102,0.172069,0.0,0.16472366666666668
1351,0.320173,0.224429,0.0,0.181534
1357,0.355446,0.24947,0.0,0.20163866666666666
1363,0.239169,0.265206,0.0,0.168125
1369,0.231858,0.255774,0.0,0.162544
1375,0.294965,0.318796,0.0,0.204587
1381,0.274733,0.448225,0.15313,0.2920293333333333
1387,0.27443,0.447243,0.153106,0.291593
1393,0.144648,0.312697,0.162186,0.20651033333333335
1399,0.28882,0.554064,0.145104,0.3293293333333333
1405,0.290195,0.540974,0.143093,0.324754
1411,0.316845,0.607665,0.158407,0.3609723333333333
1417,0.327458,,0.332123,0.3297905
1423,0.333105,,0.337027,0.335066
1429,0.339396,,0.342534,0.34096499999999996
1435,0.354781,,0.359448,0.3571145
1441,0.349565,,0.353669,0.351617
1447,0.349036,,0.354418,0.351727
1453,0.307053,,0.312302,0.30967750000000005
1459,0.0,,0.312665,0.1563325
1465,0.318918,,0.314374,0.316646
1471,0.326899,,0.321999,0.324449
1477,,0.667404,0.321257,0.4943305
1483,,0.699802,0.336722,0.518262
1489,,0.733625,0.35404,0.5438324999999999
1495,,0.355466,0.0,0.177733
1501,,0.360988,0.0,0.180494
1507,,0.38571,0.0,0.192855
1513,,0.400241,0.392834,0.3965375
1519,,0.419919,0.410054,0.4149865
1525,,0.393443,0.384876,0.3891595
1531,,0.394051,0.388297,0.391174
1537,,0.412561,0.403922,0.40824150000000003
1543,,0.764371,0.366971,0.565671
1549,,0.731287,0.34972,0.5405035
1555,,0.743461,0.356305,0.549883
1561,,0.698335,0.335027,0.5166810000000001
1567,,0.755524,0.361811,0.5586675
1573,,0.733592,0.350113,0.5418525000000001
1579,,0.357535,0.348752,0.3531435
1585,,0.360244,0.348629,0.35443650000000004
1591,,,,
1597,,,,
1603,,0.30752,0.297539,0.3025295
1609,,0.297258,0.284398,0.290828
1615,,0.273562,0.263033,0.2682975
1621,,0.264245,0.257913,0.261079
1627,,0.559556,0.0,0.279778
1633,0.562849,0.265587,0.0,0.27614533333333335
1639,0.482953,0.14563,0.0,0.20952766666666667
1645,0.483862,0.144949,0.0,0.20960366666666666
1651,0.231919,0.126914,0.0,0.11961099999999998
1657,0.119382,0.0597192,0.0,0.05970040000000001
1663,0.106825,0.0481943,0.0,0.0516731
1669,0.104102,0.0498845,0.0,0.05132883333333333
1675,0.120716,0.066384,0.0,0.06236666666666666
1681,0.122364,0.0676895,0.0,0.06335116666666667
1687,0.132293,0.0712778,0.0,0.06785693333333333
1693,0.121444,0.0756602,0.0,0.06570140000000001
1699,0.178658,0.0655696,0.0595156,0.10124773333333333
1705,0.18986,0.0725344,0.0639904,0.10879493333333334
1711,0.205238,0.0852196,0.0702059,0.12022116666666666
1717,0.21252,0.159686,0.101076,0.15776066666666666
1723,0.232398,0.178314,0.110962,0.17389133333333331
1729,0.252973,0.196336,0.120738,0.19001566666666667
1735,0.259472,0.384972,0.247327,0.297257
1741,0.124538,0.179797,0.236414,0.18024966666666667
1747,0.210754,0.41625,0.265019,0.297341
1753,0.237369,,0.472734,0.35505149999999996
1759,0.232616,,0.463553,0.3480845
1765,0.465873,,0.93244,0.6991565
1771,0.477719,,0.956666,0.7171925
1777,0.507367,,1.01338,0.7603735
1783,0.506768,,1.00984,0.7583040000000001
1789,0.484138,,0.96807,0.726104
1795,0.48042,,0.963825,0.7221225
1801,0.431074,,0.868987,0.6500305
1807,0.447496,0.211405,0.268316,0.30907233333333334
1813,,0.202185,0.202185,0.202185
1819,,0.18446,0.18446,0.18446
1825,,0.17158,0.17158,0.17158
1831,,0.164561,0.164561,0.164561
1837,0.0,0.354103,0.234977,0.19636
1843,0.0,0.351156,0.233127,0.194761
1849,0.0,0.165067,0.110327,0.09179799999999999
1855,0.0,0.175842,0.117394,0.09774533333333334
1861,0.0,0.1708,0.113919,0.09490633333333333
1867,0.0,0.164602,0.108554,0.09105200000000001
1873,0.0,0.168044,0.10991,0.09265133333333332
1879,0.0,0.103258,0.107232,0.07016333333333334
1885,0.0,0.101397,0.105762,0.06905299999999999
1891,0.0,0.0976753,0.0998014,0.06582556666666667
1897,0.0,0.091251,0.0934929,0.061581300000000005
1903,0.0,0.09096,0.0935791,0.061513033333333335
1909,0.0,0.0991313,0.101789,0.06697343333333333
1915,0.0,0.103048,0.104025,0.06902433333333334
1921,0.0,0.356194,0.344549,0.233581
1927,0.0,0.353027,0.336893,0.22997333333333334
1933,0.0,0.325258,0.308666,0.21130799999999997
1939,0.0,0.341705,0.32817,0.22329166666666667
1945,0.0,0.352855,0.342565,0.23180666666666663
1951,0.0,0.0,,0.0
1957,0.0,0.0,,0.0
1963,0.0,0.0,,0.0
1969,0.0,0.0,0.0,0.0
1975,0.0,0.0,0.0,0.0
1981,0.0,0.0,0.0,0.0
1987,0.0,0.183491,0.386303,0.18993133333333334
1993,,0.397334,0.397334,0.397334
1999,,0.40111,0.40111,0.40111
2005,,0.410195,0.410195,0.410195
2011,,0.407106,0.407106,0.407106
2017,,0.405303,0.405303,0.405303
2023,,0.414819,0.414819,0.414819
2029,,0.419121,0.419121,0.419121
2035,,0.374858,0.374858,0.374858
2041,,0.387448,0.586289,0.4868685
2047,,0.420779,0.637155,0.528967
2053,0.462397,0.273219,0.616832,0.45081600000000005
2059,0.457435,0.270796,0.611618,0.44661633333333334
2065,0.4556,0.268675,0.605258,0.4431776666666667
2071,0.468446,0.278527,0.625147,0.45737333333333335
2077,0.427406,0.256342,0.5736,0.419116
2083,0.395868,0.380156,1.13665,0.637558
2089,0.421989,0.410276,1.22331,0.6851916666666668
2095,0.188297,0.37171,0.531329,0.3637786666666667
2101,0.201512,0.19994,0.376449,0.2593003333333333
2107,0.199492,0.199215,0.37689,0.25853233333333336
2113,0.209964,0.211386,0.396001,0.2724503333333333
2119,0.206905,0.207446,0.392863,0.2690713333333334
2125,0.182932,0.183942,0.345868,0.23758066666666666
2131,0.179427,0.181161,0.338752,0.23311333333333337
2137,0.187111,0.187196,0.352112,0.24213966666666664
2143,0.195982,0.195795,0.369758,0.253845
2149,0.188404,0.0,0.372796,0.1870666666666667
2155,0.0,0.0,0.0,0.0
2161,0.0,0.0,0.0,0.0
2167,0.0,,0.0,0.0
2173,0.0,,0.0,0.0
2179,0.0,,0.0,0.0
2185,0.0,,0.0,0.0
2191,0.0,,0.0,0.0
2197,0.0,,0.0,0.0
2203,0.0,,0.0,0.0
2209,,,,
2215,,,,
2221,,,,
2227,,,,
2233,,,,
2239,,,,
2245,,,,
2251,,,,
2257,,,,
2263,,,,
2269,,,,
2275,,0.803319,0.407473,0.605396
2281,,0.789769,0.401177,0.595473
2287,,0.826912,0.418068,0.62249
2293,,0.815468,0.412851,0.6141595
2299,,0.710843,0.356442,0.5336425
2305,,0.726791,0.363792,0.5452915
2311,,0.72614,0.362697,0.5444185
2317,,0.712536,0.352861,0.5326985
2323,,0.350472,0.174162,0.262317
2329,,0.348109,0.173336,0.26072249999999997
2335,,0.167694,0.167694,0.167694
2341,,0.189179,0.189179,0.189179
2347,,0.195408,0.195408,0.195408
2353,,0.196974,0.196974,0.196974
2359,,0.200124,0.200124,0.200124
2365,,0.129799,0.129799,0.129799
2371,,0.127589,0.127589,0.127589
2377,,0.127381,0.127381,0.127381
2383,,0.0,0.0,0.0
2389,,0.0,0.0,0.0
2395,,0.0,0.0,0.0
2401,,0.0,0.0,0.0
2407,,0.0,0.0,0.0
2413,,0.0,0.0,0.0
2419,,0.0,0.0,0.0
2425,,0.0,0.0,0.0
2431,,0.0,0.0,0.0
2437,,0.0,0.0,0.0
2443,,0.0,0.0,0.0
2449,,0.0,0.0,0.0
2455,,0.0,0.0,0.0
2461,,0.0,0.0,0.0
2467,,0.0,0.0,0.0
2473,,0.0,0.0,0.0
2479,0.0,0.0,0.0,0.0
2485,0.343179,0.0766858,0.0,0.13995493333333334
2491,0.360882,0.0814477,0.0,0.14744323333333334
2497,0.336957,0.105572,0.0,0.14750966666666668
2503,0.168502,0.102807,0.0,0.09043633333333334
2509,0.167175,0.167175,,0.167175
2515,0.167735,0.167735,,0.167735
2521,0.159487,0.159487,,0.159487
2527,0.103663,0.103663,,0.103663
2533,0.107179,0.107179,,0.107179
2539,0.111643,0.111643,,0.111643
2545,0.109009,0.109009,,0.109009
2551,0.111182,0.0823011,0.0,0.06449436666666668
2557,0.105057,0.0781757,0.0,0.061077566666666666
2563,0.0857005,0.0675601,0.0,0.05108686666666667
2569,0.0849953,0.0660606,0.0,0.050351966666666664
2575,0.0904692,0.070578,0.0,0.0536824
2581,0.086074,0.0668595,0.0,0.05097783333333333
2587,0.0746569,0.0563776,0.0,0.043678166666666664
2593,0.106036,0.0704749,0.0,0.058836966666666664
2599,0.0,0.0,0.0,0.0
2605,0.0,0.0,0.0,0.0
2611,0.0,0.0,0.0,0.0
2617,0.0,0.0,0.0,0.0
2623,0.0,0.0,0.0,0.0
2629,0.0,0.0,0.0,0.0
2635,0.0,0.0,0.0,0.0
2641,0.0,0.0,0.0,0.0
2647,0.0,0.0,0.0,0.0
2653,0.353907,0.15486,0.0,0.169589
2659,0.3418,0.149293,0.0,0.16369766666666666
2665,0.343055,0.343055,,0.343055
2671,0.343909,0.343909,,0.343909
2677,,,,
2683,,,,
2689,0.31788,0.31788,,0.31788
2695,0.302378,0.302378,,0.302378
2701,0.349347,0.349347,,0.349347
2707,0.332959,0.332959,,0.332959
2713,0.323429,0.323429,,0.323429
2719,0.165345,0.165345,,0.165345
2725,0.358866,0.175127,,0.2669965
2731,0.403359,0.195409,,0.299384
2737,0.363552,0.17603,,0.269791
2743,0.580789,0.374896,,0.4778425
2749,0.530509,0.342118,,0.4363135
2755,0.55146,0.354773,,0.4531165
2761,0.716105,0.345161,,0.530633
2767,0.545389,0.176427,,0.360908
2773,0.594637,0.190913,,0.392775
2779,0.54921,0.117402,0.716081,0.46089766666666665
2785,0.5734,0.124786,0.762704,0.48696333333333336
2791,0.582992,0.127269,0.781663,0.49730800000000003
2797,0.548546,0.118474,0.731616,0.466212
2803,1.05091,0.368643,1.10233,0.8406276666666667
2809,1.06455,0.366292,1.09458,0.8418073333333335
2815,1.02637,0.346874,1.04894,0.8073946666666667
2821,1.03655,0.355675,1.07206,0.8214283333333334
2827,1.15197,0.604289,1.5998,1.1186863333333334
2833,,1.69308,2.11498,1.9040300000000001
2839,,1.50392,1.48572,1.4948199999999998
2845,,1.39123,2.00285,1.6970399999999999
2851,,1.37959,1.85691,1.6182500000000002
2857,,1.35512,1.98431,1.669715
2863,,1.49268,2.19087,1.841775
2869,,1.22235,1.52084,1.3715950000000001
2875,,1.36251,1.36251,1.36251
2881,,1.15712,1.15712,1.15712
2887,,1.18222,1.18222,1.18222
2893,,2.37064,2.37064,2.37064
2899,,2.11622,2.11622,2.11622
2905,,2.08449,2.08449,2.08449
2911,,2.12165,2.12165,2.12165
2917,,2.10438,2.10438,2.10438
2923,,1.95724,1.95724,1.95724
2929,,1.85151,1.85151,1.85151
2935,,1.71938,1.71938,1.71938
2941,,1.58283,1.58283,1.58283
2947,0.0,0.780968,1.47881,0.7532593333333333
2953,0.0,0.80378,1.4976,0.7671266666666666
2959,0.0,0.688543,1.44334,0.7106276666666668
2965,0.0,0.750924,1.57044,0.773788
2971,0.0,0.706899,1.48072,0.7292063333333334
2977,0.0,0.717717,1.48066,0.7327923333333334
2983,0.0,0.920535,,0.4602675
2989,0.0,0.48193,,0.240965
2995,0.0,0.522883,,0.2614415
3001,0.0,0.0,,0.0
3007,0.0,0.0,,0.0
3013,0.0,0.0,,0.0
3019,0.0,0.0,,0.0
3025,0.0,0.269099,0.543018,0.2707056666666667
3031,0.0,0.246688,0.498403,0.24836366666666665
3037,0.0,0.255448,0.515724,0.2570573333333333
3043,0.0,0.168655,0.25824,0.14229833333333333
3049,0.0,0.124777,0.170351,0.098376
3055,0.0,0.125045,0.171469,0.098838
3061,,0.087283,0.087283,0.087283
3067,,0.155807,0.155807,0.155807
3073,,0.201762,0.201762,0.201762
3079,,0.180383,0.180383,0.180383
3085,,0.214624,0.165314,0.189969
3091,,0.215129,0.165473,0.190301
3097,,0.256373,0.230014,0.2431935
3103,,0.211573,0.155929,0.183751
3109,,0.199031,0.136188,0.16760950000000002
3115,,0.174358,0.123675,0.1490165
3121,,0.190788,0.161559,0.1761735
3127,,0.167688,0.168424,0.16805599999999998
3133,,0.131063,0.142695,0.136879
3139,,0.0981144,0.0976533,0.09788385
3145,,0.0697348,0.094096,0.0819154
3151,,0.0707808,0.0704707,0.07062575
3157,,0.108247,0.0901902,0.09921859999999999
3163,,0.147556,0.0699205,0.10873825
3169,,0.130073,0.0945005,0.11228674999999999
3175,,0.173781,0.0845262,0.12915359999999998
3181,,0.179297,0.158745,0.169021
3187,,0.153433,0.115035,0.13423400000000002
3193,,0.144661,0.108871,0.126766
3199,,0.119692,0.145475,0.1325835
3205,,0.121726,0.149326,0.13552599999999998
3211,,0.0979897,0.127929,0.11295934999999999
3217,,0.10532,0.137526,0.121423
3223,,0.107666,0.140978,0.12432199999999999
3229,0.406174,0.105382,0.149512,0.220356
3235,0.398699,0.0668459,0.109157,0.1915673
3241,0.392856,0.081737,0.126181,0.20025799999999996
3247,0.346972,0.06487,0.111194,0.17434533333333332
3253,0.333423,0.0758184,0.112336,0.17385913333333336
3259,0.337337,0.106143,0.129982,0.19115399999999996
3265,0.347846,0.10026,0.124144,0.19075
3271,0.337804,0.103519,0.126195,0.18917266666666666
3277,0.335555,0.219883,0.221942,0.25912666666666667
3283,0.316605,0.220518,0.192624,0.24324900000000002
3289,0.350594,0.180067,0.177635,0.23609866666666668
3295,0.339109,0.178126,0.17851,0.231915
3301,0.308287,0.168892,0.168567,0.21524866666666664
3307,0.329255,0.191658,0.203743,0.241552
3313,0.0,0.177003,0.145331,0.10744466666666667
3319,0.0,0.18538,0.166464,0.11728133333333333
3325,0.0,0.192051,0.184051,0.12536733333333333
3331,0.0,0.242592,0.215701,0.15276433333333334
3337,0.0,0.236471,0.187976,0.14148233333333335
3343,,0.238316,0.238316,0.238316
3349,,0.242684,0.242684,0.242684
3355,,0.286439,0.286439,0.286439
3361,,0.353626,0.353626,0.353626
3367,,0.56184,0.56184,0.56184
3373,,0.539027,0.539027,0.539027
3379,,0.512447,0.512447,0.512447
3385,,0.486867,0.486867,0.486867
3391,,0.315644,0.315644,0.315644
3397,,0.268414,0.268414,0.268414
3403,,0.425705,0.425705,0.425705
3409,,0.217337,0.217337,0.217337
3415,,0.219791,0.219791,0.219791
3421,,0.283615,0.283615,0.283615
3427,,0.224606,0.224606,0.224606
3433,,0.196491,0.196491,0.196491
3439,,0.151632,0.151632,0.151632
3445,,0.176628,0.176628,0.176628
3451,,0.106228,0.106228,0.106228
3457,,0.102883,0.102883,0.102883
3463,,0.116496,0.116496,0.116496
3469,,0.110364,0.110364,0.110364
3475,,0.162986,0.162986,0.162986
3481,,0.0,0.0,0.0
3487,,0.0,0.0,0.0
3493,,0.0,0.0,0.0
3499,,0.0,0.0,0.0
3505,,0.0,0.0,0.0
3511,,0.0,0.0,0.0
3517,,0.0,0.0,0.0
3523,,0.0,0.0,0.0
3529,,0.0,0.0,0.0
3535,,0.0,0.0,0.0
3541,,0.0,0.0,0.0
3547,,0.0,0.0,0.0
3553,,0.0,0.0,0.0
3559,,0.0,0.0,0.0
3565,,,,
3571,,,,
3577,,,,
3583,,,,
3589,,,,
3595,,,,
3601,,,,
3607,,0.0,0.0,0.0
3613,,0.0,0.0,0.0
3619,,0.0,0.0,0.0
3625,,0.0,0.0,0.0
3631,,0.0,0.0,0.0
3637,,0.0,0.0,0.0
3643,,0.0,0.0,0.0
3649,,0.0,0.0,0.0
3655,,0.0,0.0,0.0
3661,,0.0,0.0,0.0
3667,,0.0,0.0,0.0
3673,,0.0,0.0,0.0
3679,,0.338727,0.338727,0.338727
3685,,0.98113,0.98113,0.98113
3691,,1.04388,1.04388,1.04388
3697,,0.966571,0.966571,0.966571
3703,,0.983422,0.983422,0.983422
3709,,1.04871,1.04871,1.04871
3715,,1.01551,1.01551,1.01551
3721,,,,
3727,,,,
3733,,,,
3739,,,,
3745,,,,
3751,,,,
3757,,,,
3763,,,,
3769,,,,
3775,,,,
3781,,,,
3787,,,,
3793,,,,
3799,,,,
3805,,,,
3811,,,,
3817,,,,
3823,,,,
3829,,,,
3835,,,,
3841,,0.0,0.0,0.0
3847,,0.0,0.0,0.0
3853,,0.212001,0.212001,0.212001
3859,,0.22376,0.22376,0.22376
3865,,0.100095,0.100095,0.100095
3871,,0.1079,0.1079,0.1079
3877,,0.110387,0.110387,0.110387
3883,,0.118505,0.118505,0.118505
3889,,0.0798652,0.0798652,0.0798652
3895,,0.0618528,0.0618528,0.0618528
3901,,0.0561018,0.0561018,0.0561018
3907,,0.0527777,0.0527777,0.0527777
3913,,0.0517752,0.0517752,0.0517752
3919,,0.0579884,0.0579884,0.0579884
3925,,0.0570506,0.0570506,0.0570506
3931,,0.0621316,0.0621316,0.0621316
3937,,0.054076,0.054076,0.054076
3943,,0.0646422,0.0646422,0.0646422
3949,,0.0585313,0.0585313,0.0585313
3955,,0.0691742,0.0691742,0.0691742
3961,,0.0652698,0.0652698,0.0652698
3967,,0.0,0.0,0.0
3973,,0.0,0.0,0.0
3979,,0.0,0.0,0.0
3985,,0.0,0.0,0.0
3991,,0.0,0.0,0.0
3997,,0.0,0.0,0.0
4003,,0.0,0.0,0.0
4009,,0.0,0.0,0.0
4015,,0.0,0.0,0.0
4021,,0.0,0.0,0.0
4027,,0.0,0.0,0.0
4033,,0.0,0.0,0.0
4039,,0.0,0.0,0.0
4045,,0.0,0.0,0.0
4051,,0.0,0.0,0.0
4057,,0.0,0.0,0.0
4063,,0.0,0.0,0.0
4069,,0.0,0.0,0.0
4075,,0.0,0.0,0.0
4081,,0.0,0.0,0.0
4087,,0.0,0.0,0.0
4093,,0.0,0.0,0.0
4099,,0.0,0.0,0.0
4105,,0.0,0.0,0.0
4111,,0.0,0.0,0.0
4117,,0.0,0.0,0.0
4123,,,,
4129,,,,
4135,,,,
4141,,,,
4147,,,,
4153,,,,
4159,,,,
4165,,,,
4171,,0.27329,0.27329,0.27329
4177,,0.526999,0.526999,0.526999
4183,,0.534703,0.534703,0.534703
4189,,0.444663,0.444663,0.444663
4195,,0.315495,0.315495,0.315495
4201,,0.338327,0.338327,0.338327
4207,,0.31975,0.31975,0.31975
4213,,0.320176,0.320176,0.320176
4219,,0.333694,0.333694,0.333694
4225,,0.339384,0.339384,0.339384
4231,,0.32666,0.32666,0.32666
4237,,0.315464,0.315464,0.315464
4243,,0.314569,0.314569,0.314569
4249,,0.356351,0.356351,0.356351
4255,,0.32515,0.32515,0.32515
4261,,0.38037,0.38037,0.38037
4267,,0.389275,0.389275,0.389275
4273,,0.396989,0.396989,0.396989
4279,,0.359504,0.359504,0.359504
4285,,0.300751,0.300751,0.300751
4291,,0.160744,0.160744,0.160744
4297,,0.146281,0.146281,0.146281
4303,,0.0,0.0,0.0
4309,,,,
4315,,0.0,0.0,0.0
4321,,0.0,0.0,0.0
4327,,0.0,0.0,0.0
4333,,0.0,0.0,0.0
4339,,0.0,0.0,0.0
4345,,0.0,0.0,0.0
4351,,0.0,0.0,0.0
4357,,0.0,0.0,0.0
4363,0.0,0.0,0.0,0.0
4369,0.269067,0.0,0.0826519,0.11723963333333333
4375,0.240165,0.0,0.0710263,0.10373043333333333
4381,0.223303,0.0,0.0685523,0.0972851
4387,0.242031,0.0,0.0787097,0.10691356666666667
4393,0.285417,0.0,0.0892148,0.12487726666666665
4399,0.398549,0.0,0.119835,0.17279466666666665
4405,0.370073,0.0,0.10839,0.15948766666666667
4411,0.373074,0.0,0.107286,0.16012
4417,0.731934,0.0,0.203675,0.31186966666666666
4423,0.711977,0.0,0.208371,0.30678266666666665
4429,0.665657,0.0,0.689365,0.45167399999999996
4435,0.726021,0.0,0.741268,0.48909633333333336
4441,0.764564,0.191699,1.20694,0.7210676666666668
